trade_no,entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,critical,month
1,2025-01-01 01:20:00,2025-01-01 01:30:00,SELL,93833.5,93933.5,93633.5,93933.5,-100.0,SL,100.0,False,2025-01
2,2025-01-01 03:40:00,2025-01-01 03:45:00,BUY,93834.5,93734.5,94034.5,93734.5,-100.0,SL,100.0,False,2025-01
3,2025-01-01 04:00:00,2025-01-01 04:55:00,SELL,93758.5,93858.5,93558.5,93558.5,200.0,TP,100.0,False,2025-01
4,2025-01-01 08:20:00,2025-01-01 08:25:00,SELL,93643.5,93743.5,93443.5,93443.5,200.0,TP,100.0,False,2025-01
5,2025-01-01 08:45:00,2025-01-01 08:50:00,SELL,93363.5,93463.5,93163.5,93463.5,-100.0,SL,100.0,False,2025-01
6,2025-01-01 12:20:00,2025-01-01 12:25:00,BUY,93687.5,93587.5,93887.5,93887.5,200.0,TP,100.0,False,2025-01
7,2025-01-01 13:05:00,2025-01-01 13:25:00,SELL,93656.5,93756.5,93456.5,93756.5,-100.0,SL,100.0,False,2025-01
8,2025-01-01 16:30:00,2025-01-01 16:35:00,SELL,94054.5,94154.5,93854.5,94154.5,-100.0,SL,100.0,False,2025-01
9,2025-01-01 19:30:00,2025-01-01 19:35:00,SELL,94142.0,94242.0,93942.0,94242.0,-100.0,SL,100.0,False,2025-01
10,2025-01-01 20:45:00,2025-01-01 21:05:00,BUY,94831.5,94731.5,95031.5,94731.5,-100.0,SL,100.0,False,2025-01
11,2025-01-01 22:05:00,2025-01-01 22:40:00,SELL,94759.0,94859.0,94559.0,94859.0,-100.0,SL,100.0,False,2025-01
12,2025-01-02 00:25:00,2025-01-02 00:30:00,BUY,94913.5,94813.5,95113.5,94813.5,-100.0,SL,100.0,True,2025-01
13,2025-01-02 03:05:00,2025-01-02 03:15:00,SELL,95007.5,95107.5,94807.5,95107.5,-100.0,SL,100.0,False,2025-01
14,2025-01-02 08:00:00,2025-01-02 08:20:00,BUY,95872.5,95772.5,96072.5,95772.5,-100.0,SL,100.0,False,2025-01
15,2025-01-02 09:50:00,2025-01-02 09:55:00,BUY,96487.5,96387.5,96687.5,96687.5,200.0,TP,100.0,False,2025-01
16,2025-01-02 11:05:00,2025-01-02 11:15:00,BUY,96747.5,96647.5,96947.5,96647.5,-100.0,SL,100.0,False,2025-01
17,2025-01-02 13:15:00,2025-01-02 13:25:00,SELL,96651.0,96751.0,96451.0,96751.0,-100.0,SL,100.0,False,2025-01
18,2025-01-02 14:30:00,2025-01-02 14:35:00,BUY,96623.0,96523.0,96823.0,96523.0,-100.0,SL,100.0,False,2025-01
19,2025-01-02 16:10:00,2025-01-02 16:15:00,BUY,96570.5,96470.5,96770.5,96770.5,200.0,TP,100.0,False,2025-01
20,2025-01-02 18:30:00,2025-01-02 18:35:00,SELL,96699.0,96799.0,96499.0,96799.0,-100.0,SL,100.0,False,2025-01
21,2025-01-02 20:30:00,2025-01-02 20:35:00,SELL,97541.0,97641.0,97341.0,97341.0,200.0,TP,100.0,False,2025-01
22,2025-01-02 21:40:00,2025-01-02 21:45:00,BUY,97239.0,97139.0,97439.0,97139.0,-100.0,SL,100.0,False,2025-01
23,2025-01-03 01:50:00,2025-01-03 02:10:00,BUY,96877.0,96777.0,97077.0,97077.0,200.0,TP,100.0,False,2025-01
24,2025-01-03 03:50:00,2025-01-03 04:00:00,BUY,96994.0,96894.0,97194.0,96894.0,-100.0,SL,100.0,False,2025-01
25,2025-01-03 06:20:00,2025-01-03 07:05:00,SELL,96668.0,96768.0,96468.0,96468.0,200.0,TP,100.0,False,2025-01
26,2025-01-03 08:05:00,2025-01-03 08:30:00,BUY,96381.0,96281.0,96581.0,96281.0,-100.0,SL,100.0,False,2025-01
27,2025-01-03 09:10:00,2025-01-03 09:20:00,BUY,96273.5,96173.5,96473.5,96473.5,200.0,TP,100.0,False,2025-01
28,2025-01-03 11:20:00,2025-01-03 12:10:00,BUY,96611.0,96511.0,96811.0,96811.0,200.0,TP,100.0,False,2025-01
29,2025-01-03 13:55:00,2025-01-03 14:00:00,SELL,96467.0,96567.0,96267.0,96567.0,-100.0,SL,100.0,False,2025-01
30,2025-01-03 14:35:00,2025-01-03 14:40:00,SELL,96648.5,96748.5,96448.5,96748.5,-100.0,SL,100.0,False,2025-01
31,2025-01-03 15:05:00,2025-01-03 15:10:00,BUY,97238.5,97138.5,97438.5,97138.5,-100.0,SL,100.0,False,2025-01
32,2025-01-03 18:10:00,2025-01-03 18:25:00,BUY,98209.5,98109.5,98409.5,98409.5,200.0,TP,100.0,False,2025-01
33,2025-01-03 21:45:00,2025-01-03 21:50:00,SELL,98176.0,98276.0,97976.0,98276.0,-100.0,SL,100.0,False,2025-01
34,2025-01-03 22:45:00,2025-01-03 23:25:00,SELL,98257.0,98357.0,98057.0,98057.0,200.0,TP,100.0,False,2025-01
35,2025-01-04 00:05:00,2025-01-04 00:35:00,SELL,98075.0,98175.0,97875.0,97875.0,200.0,TP,100.0,False,2025-01
36,2025-01-04 00:45:00,2025-01-04 01:35:00,SELL,97883.0,97983.0,97683.0,97983.0,-100.0,SL,100.0,False,2025-01
37,2025-01-04 02:35:00,2025-01-04 02:45:00,BUY,98054.0,97954.0,98254.0,98254.0,200.0,TP,100.0,False,2025-01
38,2025-01-04 04:00:00,2025-01-04 05:20:00,SELL,97998.0,98098.0,97798.0,98098.0,-100.0,SL,100.0,False,2025-01
39,2025-01-04 06:50:00,2025-01-04 08:50:00,BUY,98125.0,98025.0,98325.0,98025.0,-100.0,SL,100.0,False,2025-01
40,2025-01-04 10:25:00,2025-01-04 12:25:00,BUY,97709.5,97609.5,97909.5,97909.5,200.0,TP,100.0,False,2025-01
41,2025-01-04 13:05:00,2025-01-04 13:15:00,BUY,97885.0,97785.0,98085.0,97785.0,-100.0,SL,100.0,False,2025-01
42,2025-01-04 14:35:00,2025-01-04 15:05:00,BUY,98032.5,97932.5,98232.5,97932.5,-100.0,SL,100.0,False,2025-01
43,2025-01-04 18:45:00,2025-01-04 19:05:00,SELL,97919.5,98019.5,97719.5,98019.5,-100.0,SL,100.0,False,2025-01
44,2025-01-04 20:00:00,2025-01-04 20:25:00,BUY,98224.5,98124.5,98424.5,98424.5,200.0,TP,100.0,False,2025-01
45,2025-01-04 21:15:00,2025-01-04 22:20:00,SELL,98499.0,98599.0,98299.0,98299.0,200.0,TP,100.0,False,2025-01
46,2025-01-05 00:10:00,2025-01-05 00:20:00,BUY,98268.0,98168.0,98468.0,98168.0,-100.0,SL,100.0,False,2025-01
47,2025-01-05 01:05:00,2025-01-05 01:10:00,SELL,98107.0,98207.0,97907.0,98207.0,-100.0,SL,100.0,False,2025-01
48,2025-01-05 04:00:00,2025-01-05 04:25:00,BUY,98201.0,98101.0,98401.0,98401.0,200.0,TP,100.0,False,2025-01
49,2025-01-05 05:25:00,2025-01-05 07:55:00,BUY,98343.5,98243.5,98543.5,98243.5,-100.0,SL,100.0,False,2025-01
50,2025-01-05 09:05:00,2025-01-05 09:10:00,SELL,97768.0,97868.0,97568.0,97868.0,-100.0,SL,100.0,False,2025-01
51,2025-01-05 09:45:00,2025-01-05 09:50:00,BUY,97871.5,97771.5,98071.5,97771.5,-100.0,SL,100.0,False,2025-01
52,2025-01-05 12:10:00,2025-01-05 12:15:00,BUY,97639.0,97539.0,97839.0,97839.0,200.0,TP,100.0,False,2025-01
53,2025-01-05 14:45:00,2025-01-05 14:55:00,BUY,97732.5,97632.5,97932.5,97932.5,200.0,TP,100.0,False,2025-01
54,2025-01-05 15:30:00,2025-01-05 15:35:00,BUY,97988.5,97888.5,98188.5,98188.5,200.0,TP,100.0,False,2025-01
55,2025-01-05 16:30:00,2025-01-05 16:45:00,SELL,97934.5,98034.5,97734.5,98034.5,-100.0,SL,100.0,False,2025-01
56,2025-01-05 22:55:00,2025-01-05 23:05:00,BUY,98708.5,98608.5,98908.5,98608.5,-100.0,SL,100.0,False,2025-01
57,2025-01-06 00:00:00,2025-01-06 00:15:00,BUY,98484.5,98384.5,98684.5,98384.5,-100.0,SL,100.0,False,2025-01
58,2025-01-06 04:00:00,2025-01-06 04:15:00,BUY,99197.0,99097.0,99397.0,99397.0,200.0,TP,100.0,False,2025-01
59,2025-01-06 06:35:00,2025-01-06 06:45:00,BUY,99669.0,99569.0,99869.0,99569.0,-100.0,SL,100.0,False,2025-01
60,2025-01-06 08:10:00,2025-01-06 08:15:00,BUY,99560.0,99460.0,99760.0,99460.0,-100.0,SL,100.0,False,2025-01
61,2025-01-06 10:40:00,2025-01-06 11:05:00,SELL,98754.5,98854.5,98554.5,98854.5,-100.0,SL,100.0,False,2025-01
62,2025-01-06 12:55:00,2025-01-06 13:15:00,SELL,99127.5,99227.5,98927.5,98927.5,200.0,TP,100.0,False,2025-01
63,2025-01-06 14:15:00,2025-01-06 14:20:00,SELL,99108.5,99208.5,98908.5,98908.5,200.0,TP,100.0,False,2025-01
64,2025-01-06 16:35:00,2025-01-06 16:40:00,SELL,102073.0,102173.0,101873.0,101873.0,200.0,TP,100.0,False,2025-01
65,2025-01-06 19:40:00,2025-01-06 19:45:00,BUY,101976.5,101876.5,102176.5,101876.5,-100.0,SL,100.0,False,2025-01
66,2025-01-06 20:45:00,2025-01-06 20:50:00,SELL,101793.0,101893.0,101593.0,101893.0,-100.0,SL,100.0,False,2025-01
67,2025-01-06 21:20:00,2025-01-06 21:25:00,SELL,101909.0,102009.0,101709.0,102009.0,-100.0,SL,100.0,False,2025-01
68,2025-01-06 22:15:00,2025-01-06 22:35:00,BUY,101831.5,101731.5,102031.5,102031.5,200.0,TP,100.0,False,2025-01
69,2025-01-06 23:05:00,2025-01-06 23:10:00,BUY,102048.5,101948.5,102248.5,101948.5,-100.0,SL,100.0,False,2025-01
70,2025-01-07 00:05:00,2025-01-07 00:20:00,SELL,101991.0,102091.0,101791.0,102091.0,-100.0,SL,100.0,False,2025-01
71,2025-01-07 03:40:00,2025-01-07 03:55:00,SELL,101586.5,101686.5,101386.5,101686.5,-100.0,SL,100.0,False,2025-01
72,2025-01-07 08:20:00,2025-01-07 09:30:00,BUY,101776.0,101676.0,101976.0,101676.0,-100.0,SL,100.0,False,2025-01
73,2025-01-07 13:35:00,2025-01-07 13:45:00,SELL,100622.5,100722.5,100422.5,100722.5,-100.0,SL,100.0,False,2025-01
74,2025-01-07 17:40:00,2025-01-07 17:45:00,BUY,97469.0,97369.0,97669.0,97369.0,-100.0,SL,100.0,False,2025-01
75,2025-01-07 19:10:00,2025-01-07 19:15:00,BUY,97087.0,96987.0,97287.0,96987.0,-100.0,SL,100.0,False,2025-01
76,2025-01-07 23:25:00,2025-01-07 23:30:00,BUY,97103.5,97003.5,97303.5,97003.5,-100.0,SL,100.0,False,2025-01
77,2025-01-08 01:40:00,2025-01-08 01:55:00,SELL,96749.0,96849.0,96549.0,96849.0,-100.0,SL,100.0,False,2025-01
78,2025-01-08 03:40:00,2025-01-08 03:45:00,SELL,96412.0,96512.0,96212.0,96212.0,200.0,TP,100.0,False,2025-01
79,2025-01-08 08:15:00,2025-01-08 08:35:00,BUY,95769.0,95669.0,95969.0,95969.0,200.0,TP,100.0,False,2025-01
80,2025-01-08 10:25:00,2025-01-08 10:30:00,BUY,95784.5,95684.5,95984.5,95684.5,-100.0,SL,100.0,False,2025-01
81,2025-01-08 11:10:00,2025-01-08 11:25:00,SELL,95679.0,95779.0,95479.0,95479.0,200.0,TP,100.0,False,2025-01
82,2025-01-08 13:00:00,2025-01-08 13:05:00,BUY,95292.5,95192.5,95492.5,95192.5,-100.0,SL,100.0,True,2025-01
83,2025-01-08 14:10:00,2025-01-08 14:15:00,SELL,95161.0,95261.0,94961.0,95261.0,-100.0,SL,100.0,False,2025-01
84,2025-01-08 15:15:00,2025-01-08 15:20:00,SELL,95032.0,95132.0,94832.0,95132.0,-100.0,SL,100.0,True,2025-01
85,2025-01-08 16:40:00,2025-01-08 16:45:00,SELL,94681.5,94781.5,94481.5,94781.5,-100.0,SL,100.0,False,2025-01
86,2025-01-08 18:40:00,2025-01-08 18:45:00,SELL,94303.0,94403.0,94103.0,94103.0,200.0,TP,100.0,False,2025-01
87,2025-01-08 19:35:00,2025-01-08 19:40:00,SELL,94243.0,94343.0,94043.0,94043.0,200.0,TP,100.0,False,2025-01
88,2025-01-09 00:05:00,2025-01-09 00:15:00,SELL,94920.5,95020.5,94720.5,95020.5,-100.0,SL,100.0,False,2025-01
89,2025-01-09 00:45:00,2025-01-09 01:10:00,BUY,95051.5,94951.5,95251.5,94951.5,-100.0,SL,100.0,False,2025-01
90,2025-01-09 06:05:00,2025-01-09 06:10:00,SELL,94260.5,94360.5,94060.5,94360.5,-100.0,SL,100.0,False,2025-01
91,2025-01-09 08:35:00,2025-01-09 08:40:00,BUY,93099.5,92999.5,93299.5,93299.5,200.0,TP,100.0,False,2025-01
92,2025-01-09 09:15:00,2025-01-09 09:30:00,BUY,93351.0,93251.0,93551.0,93551.0,200.0,TP,100.0,False,2025-01
93,2025-01-09 11:35:00,2025-01-09 11:40:00,SELL,93506.0,93606.0,93306.0,93306.0,200.0,TP,100.0,False,2025-01
94,2025-01-09 12:15:00,2025-01-09 12:35:00,BUY,93532.5,93432.5,93732.5,93432.5,-100.0,SL,100.0,False,2025-01
95,2025-01-09 14:10:00,2025-01-09 14:15:00,BUY,92358.0,92258.0,92558.0,92558.0,200.0,TP,100.0,False,2025-01
96,2025-01-09 20:55:00,2025-01-09 21:00:00,BUY,92131.0,92031.0,92331.0,92031.0,-100.0,SL,100.0,False,2025-01
97,2025-01-09 21:45:00,2025-01-09 21:50:00,SELL,91919.5,92019.5,91719.5,92019.5,-100.0,SL,100.0,False,2025-01
98,2025-01-10 00:20:00,2025-01-10 00:35:00,SELL,92505.5,92605.5,92305.5,92605.5,-100.0,SL,100.0,False,2025-01
99,2025-01-10 00:45:00,2025-01-10 00:50:00,SELL,92536.0,92636.0,92336.0,92636.0,-100.0,SL,100.0,False,2025-01
100,2025-01-10 04:50:00,2025-01-10 05:15:00,BUY,93756.5,93656.5,93956.5,93656.5,-100.0,SL,100.0,False,2025-01
101,2025-01-10 06:40:00,2025-01-10 06:55:00,BUY,94068.0,93968.0,94268.0,94268.0,200.0,TP,100.0,False,2025-01
102,2025-01-10 09:10:00,2025-01-10 09:25:00,BUY,94723.5,94623.5,94923.5,94923.5,200.0,TP,100.0,False,2025-01
103,2025-01-10 10:20:00,2025-01-10 10:25:00,SELL,94732.5,94832.5,94532.5,94832.5,-100.0,SL,100.0,False,2025-01
104,2025-01-10 12:45:00,2025-01-10 13:10:00,BUY,94870.5,94770.5,95070.5,94770.5,-100.0,SL,100.0,False,2025-01
105,2025-01-10 14:45:00,2025-01-10 14:50:00,BUY,94452.5,94352.5,94652.5,94352.5,-100.0,SL,100.0,False,2025-01
106,2025-01-10 15:40:00,2025-01-10 15:45:00,BUY,94070.0,93970.0,94270.0,93970.0,-100.0,SL,100.0,True,2025-01
107,2025-01-10 17:20:00,2025-01-10 17:25:00,BUY,93861.5,93761.5,94061.5,94061.5,200.0,TP,100.0,False,2025-01
108,2025-01-10 18:45:00,2025-01-10 18:50:00,BUY,94959.5,94859.5,95159.5,94859.5,-100.0,SL,100.0,False,2025-01
109,2025-01-10 19:15:00,2025-01-10 19:20:00,BUY,94968.5,94868.5,95168.5,94868.5,-100.0,SL,100.0,False,2025-01
110,2025-01-11 00:00:00,2025-01-11 00:20:00,SELL,94643.5,94743.5,94443.5,94443.5,200.0,TP,100.0,False,2025-01
111,2025-01-11 01:00:00,2025-01-11 01:05:00,BUY,94584.5,94484.5,94784.5,94484.5,-100.0,SL,100.0,False,2025-01
112,2025-01-11 02:10:00,2025-01-11 02:55:00,SELL,94276.5,94376.5,94076.5,94376.5,-100.0,SL,100.0,False,2025-01
113,2025-01-11 04:05:00,2025-01-11 04:10:00,BUY,94244.0,94144.0,94444.0,94144.0,-100.0,SL,100.0,False,2025-01
114,2025-01-11 04:25:00,2025-01-11 04:30:00,SELL,94102.0,94202.0,93902.0,93902.0,200.0,TP,100.0,False,2025-01
115,2025-01-11 06:55:00,2025-01-11 07:10:00,SELL,94191.0,94291.0,93991.0,94291.0,-100.0,SL,100.0,False,2025-01
116,2025-01-11 08:10:00,2025-01-11 08:35:00,BUY,94331.0,94231.0,94531.0,94231.0,-100.0,SL,100.0,False,2025-01
117,2025-01-11 12:25:00,2025-01-11 12:30:00,BUY,94602.0,94502.0,94802.0,94502.0,-100.0,SL,100.0,False,2025-01
118,2025-01-11 13:05:00,2025-01-11 14:10:00,SELL,94483.0,94583.0,94283.0,94283.0,200.0,TP,100.0,False,2025-01
119,2025-01-11 15:15:00,2025-01-11 16:30:00,SELL,94432.0,94532.0,94232.0,94532.0,-100.0,SL,100.0,False,2025-01
120,2025-01-11 18:10:00,2025-01-11 19:30:00,BUY,94198.5,94098.5,94398.5,94098.5,-100.0,SL,100.0,False,2025-01
121,2025-01-11 23:15:00,2025-01-11 23:20:00,SELL,94521.0,94621.0,94321.0,94621.0,-100.0,SL,100.0,False,2025-01
122,2025-01-12 00:45:00,2025-01-12 01:55:00,SELL,94431.0,94531.0,94231.0,94531.0,-100.0,SL,100.0,False,2025-01
123,2025-01-12 03:15:00,2025-01-12 03:55:00,SELL,94483.0,94583.0,94283.0,94583.0,-100.0,SL,100.0,False,2025-01
124,2025-01-12 04:20:00,2025-01-12 04:50:00,BUY,94564.0,94464.0,94764.0,94464.0,-100.0,SL,100.0,False,2025-01
125,2025-01-12 05:35:00,2025-01-12 07:10:00,SELL,94479.5,94579.5,94279.5,94279.5,200.0,TP,100.0,False,2025-01
126,2025-01-12 09:20:00,2025-01-12 09:35:00,SELL,94067.0,94167.0,93867.0,93867.0,200.0,TP,100.0,False,2025-01
127,2025-01-12 10:20:00,2025-01-12 10:45:00,SELL,93851.5,93951.5,93651.5,93951.5,-100.0,SL,100.0,False,2025-01
128,2025-01-12 12:10:00,2025-01-12 12:20:00,BUY,94310.5,94210.5,94510.5,94510.5,200.0,TP,100.0,False,2025-01
129,2025-01-12 13:10:00,2025-01-12 13:20:00,BUY,94439.5,94339.5,94639.5,94639.5,200.0,TP,100.0,False,2025-01
130,2025-01-12 13:50:00,2025-01-12 14:10:00,BUY,94664.0,94564.0,94864.0,94864.0,200.0,TP,100.0,False,2025-01
131,2025-01-12 15:15:00,2025-01-12 15:20:00,BUY,94942.5,94842.5,95142.5,95142.5,200.0,TP,100.0,False,2025-01
132,2025-01-12 16:00:00,2025-01-12 16:05:00,BUY,95089.0,94989.0,95289.0,94989.0,-100.0,SL,100.0,False,2025-01
133,2025-01-12 19:45:00,2025-01-12 21:10:00,SELL,94685.0,94785.0,94485.0,94485.0,200.0,TP,100.0,False,2025-01
134,2025-01-13 02:40:00,2025-01-13 02:55:00,SELL,94051.5,94151.5,93851.5,94151.5,-100.0,SL,100.0,False,2025-01
135,2025-01-13 05:25:00,2025-01-13 05:45:00,SELL,94240.0,94340.0,94040.0,94040.0,200.0,TP,100.0,False,2025-01
136,2025-01-13 06:25:00,2025-01-13 06:35:00,SELL,94049.0,94149.0,93849.0,93849.0,200.0,TP,100.0,False,2025-01
137,2025-01-13 10:55:00,2025-01-13 11:00:00,BUY,91751.5,91651.5,91951.5,91651.5,-100.0,SL,100.0,False,2025-01
138,2025-01-13 13:05:00,2025-01-13 13:10:00,BUY,91314.5,91214.5,91514.5,91214.5,-100.0,SL,100.0,False,2025-01
139,2025-01-13 14:30:00,2025-01-13 14:35:00,SELL,90620.5,90720.5,90420.5,90420.5,200.0,TP,100.0,False,2025-01
140,2025-01-13 16:40:00,2025-01-13 16:45:00,BUY,92042.0,91942.0,92242.0,91942.0,-100.0,SL,100.0,False,2025-01
141,2025-01-13 17:10:00,2025-01-13 17:15:00,BUY,91933.5,91833.5,92133.5,91833.5,-100.0,SL,100.0,False,2025-01
142,2025-01-13 19:15:00,2025-01-13 19:20:00,SELL,91805.5,91905.5,91605.5,91605.5,200.0,TP,100.0,False,2025-01
143,2025-01-13 20:30:00,2025-01-13 20:35:00,BUY,92367.5,92267.5,92567.5,92567.5,200.0,TP,100.0,False,2025-01
144,2025-01-13 23:35:00,2025-01-13 23:40:00,BUY,94416.0,94316.0,94616.0,94316.0,-100.0,SL,100.0,False,2025-01
145,2025-01-14 00:15:00,2025-01-14 00:20:00,BUY,94515.5,94415.5,94715.5,94715.5,200.0,TP,100.0,False,2025-01
146,2025-01-14 01:05:00,2025-01-14 01:10:00,BUY,94721.5,94621.5,94921.5,94921.5,200.0,TP,100.0,False,2025-01
147,2025-01-14 02:50:00,2025-01-14 03:00:00,SELL,94825.0,94925.0,94625.0,94925.0,-100.0,SL,100.0,False,2025-01
148,2025-01-14 04:00:00,2025-01-14 04:30:00,BUY,94944.0,94844.0,95144.0,94844.0,-100.0,SL,100.0,False,2025-01
149,2025-01-14 05:35:00,2025-01-14 05:40:00,SELL,95066.5,95166.5,94866.5,95166.5,-100.0,SL,100.0,False,2025-01
150,2025-01-14 06:35:00,2025-01-14 07:05:00,BUY,94885.0,94785.0,95085.0,95085.0,200.0,TP,100.0,False,2025-01
151,2025-01-14 08:05:00,2025-01-14 08:10:00,BUY,95075.0,94975.0,95275.0,95275.0,200.0,TP,100.0,False,2025-01
152,2025-01-14 12:00:00,2025-01-14 12:05:00,BUY,96661.0,96561.0,96861.0,96561.0,-100.0,SL,100.0,False,2025-01
153,2025-01-14 12:55:00,2025-01-14 13:05:00,SELL,95959.5,96059.5,95759.5,96059.5,-100.0,SL,100.0,False,2025-01
154,2025-01-14 13:30:00,2025-01-14 13:35:00,BUY,96003.5,95903.5,96203.5,96203.5,200.0,TP,100.0,False,2025-01
155,2025-01-14 13:45:00,2025-01-14 13:50:00,BUY,96564.0,96464.0,96764.0,96464.0,-100.0,SL,100.0,False,2025-01
156,2025-01-14 14:45:00,2025-01-14 14:50:00,SELL,96518.0,96618.0,96318.0,96618.0,-100.0,SL,100.0,True,2025-01
157,2025-01-14 19:15:00,2025-01-14 19:20:00,BUY,96918.0,96818.0,97118.0,96818.0,-100.0,SL,100.0,False,2025-01
158,2025-01-14 23:10:00,2025-01-14 23:15:00,SELL,96531.0,96631.0,96331.0,96631.0,-100.0,SL,100.0,False,2025-01
159,2025-01-15 00:05:00,2025-01-15 00:10:00,BUY,96741.0,96641.0,96941.0,96641.0,-100.0,SL,100.0,False,2025-01
160,2025-01-15 03:10:00,2025-01-15 03:15:00,BUY,97051.0,96951.0,97251.0,96951.0,-100.0,SL,100.0,False,2025-01
161,2025-01-15 05:05:00,2025-01-15 05:10:00,SELL,97035.0,97135.0,96835.0,96835.0,200.0,TP,100.0,False,2025-01
162,2025-01-15 06:25:00,2025-01-15 06:40:00,SELL,96836.0,96936.0,96636.0,96936.0,-100.0,SL,100.0,False,2025-01
163,2025-01-15 08:25:00,2025-01-15 08:45:00,BUY,97375.0,97275.0,97575.0,97275.0,-100.0,SL,100.0,False,2025-01
164,2025-01-15 09:25:00,2025-01-15 09:30:00,SELL,97123.5,97223.5,96923.5,96923.5,200.0,TP,100.0,False,2025-01
165,2025-01-15 10:25:00,2025-01-15 10:55:00,BUY,97010.0,96910.0,97210.0,96910.0,-100.0,SL,100.0,False,2025-01
166,2025-01-15 12:00:00,2025-01-15 12:05:00,SELL,96614.5,96714.5,96414.5,96714.5,-100.0,SL,100.0,False,2025-01
167,2025-01-15 13:15:00,2025-01-15 13:20:00,SELL,96854.5,96954.5,96654.5,96954.5,-100.0,SL,100.0,False,2025-01
168,2025-01-15 15:25:00,2025-01-15 15:30:00,BUY,99601.0,99501.0,99801.0,99501.0,-100.0,SL,100.0,False,2025-01
169,2025-01-15 16:30:00,2025-01-15 16:35:00,SELL,98942.0,99042.0,98742.0,99042.0,-100.0,SL,100.0,False,2025-01
170,2025-01-15 19:35:00,2025-01-15 19:40:00,BUY,99501.0,99401.0,99701.0,99401.0,-100.0,SL,100.0,False,2025-01
171,2025-01-15 21:50:00,2025-01-15 21:55:00,BUY,99751.5,99651.5,99951.5,99651.5,-100.0,SL,100.0,False,2025-01
172,2025-01-16 00:15:00,2025-01-16 00:20:00,SELL,100109.5,100209.5,99909.5,100209.5,-100.0,SL,100.0,False,2025-01
173,2025-01-16 01:30:00,2025-01-16 02:00:00,BUY,100043.5,99943.5,100243.5,99943.5,-100.0,SL,100.0,False,2025-01
174,2025-01-16 03:30:00,2025-01-16 03:35:00,SELL,99429.0,99529.0,99229.0,99229.0,200.0,TP,100.0,False,2025-01
175,2025-01-16 04:45:00,2025-01-16 06:00:00,SELL,99508.0,99608.0,99308.0,99308.0,200.0,TP,100.0,False,2025-01
176,2025-01-16 07:05:00,2025-01-16 07:15:00,SELL,99673.0,99773.0,99473.0,99773.0,-100.0,SL,100.0,False,2025-01
177,2025-01-16 07:25:00,2025-01-16 07:55:00,SELL,99649.0,99749.0,99449.0,99749.0,-100.0,SL,100.0,False,2025-01
178,2025-01-16 12:05:00,2025-01-16 12:10:00,SELL,98890.5,98990.5,98690.5,98990.5,-100.0,SL,100.0,False,2025-01
179,2025-01-16 12:20:00,2025-01-16 12:25:00,BUY,99285.0,99185.0,99485.0,99185.0,-100.0,SL,100.0,False,2025-01
180,2025-01-16 13:40:00,2025-01-16 13:45:00,BUY,99370.0,99270.0,99570.0,99270.0,-100.0,SL,100.0,False,2025-01
181,2025-01-16 14:30:00,2025-01-16 14:35:00,SELL,98863.0,98963.0,98663.0,98963.0,-100.0,SL,100.0,False,2025-01
182,2025-01-16 18:50:00,2025-01-16 18:55:00,BUY,99589.0,99489.0,99789.0,99489.0,-100.0,SL,100.0,False,2025-01
183,2025-01-16 22:20:00,2025-01-16 22:25:00,SELL,99750.5,99850.5,99550.5,99550.5,200.0,TP,100.0,False,2025-01
184,2025-01-17 06:45:00,2025-01-17 07:10:00,SELL,101354.0,101454.0,101154.0,101454.0,-100.0,SL,100.0,False,2025-01
185,2025-01-17 07:40:00,2025-01-17 07:45:00,BUY,101660.0,101560.0,101860.0,101560.0,-100.0,SL,100.0,False,2025-01
186,2025-01-17 08:05:00,2025-01-17 08:15:00,BUY,101563.0,101463.0,101763.0,101763.0,200.0,TP,100.0,False,2025-01
187,2025-01-17 08:55:00,2025-01-17 09:00:00,BUY,102150.0,102050.0,102350.0,102050.0,-100.0,SL,100.0,False,2025-01
188,2025-01-17 10:10:00,2025-01-17 10:30:00,BUY,102022.5,101922.5,102222.5,102222.5,200.0,TP,100.0,False,2025-01
189,2025-01-17 12:05:00,2025-01-17 12:10:00,BUY,102301.0,102201.0,102501.0,102501.0,200.0,TP,100.0,False,2025-01
190,2025-01-17 12:40:00,2025-01-17 12:45:00,BUY,102640.5,102540.5,102840.5,102840.5,200.0,TP,100.0,False,2025-01
191,2025-01-17 14:30:00,2025-01-17 14:35:00,BUY,102771.5,102671.5,102971.5,102671.5,-100.0,SL,100.0,True,2025-01
192,2025-01-17 17:25:00,2025-01-17 17:30:00,BUY,104971.5,104871.5,105171.5,104871.5,-100.0,SL,100.0,False,2025-01
193,2025-01-18 00:05:00,2025-01-18 00:25:00,BUY,104304.5,104204.5,104504.5,104204.5,-100.0,SL,100.0,False,2025-01
194,2025-01-18 03:20:00,2025-01-18 03:35:00,SELL,104204.5,104304.5,104004.5,104004.5,200.0,TP,100.0,False,2025-01
195,2025-01-18 06:35:00,2025-01-18 07:05:00,BUY,103362.5,103262.5,103562.5,103262.5,-100.0,SL,100.0,False,2025-01
196,2025-01-18 08:30:00,2025-01-18 08:35:00,BUY,102850.5,102750.5,103050.5,103050.5,200.0,TP,100.0,False,2025-01
197,2025-01-18 10:10:00,2025-01-18 10:20:00,SELL,103010.5,103110.5,102810.5,102810.5,200.0,TP,100.0,False,2025-01
